0	4.93E-09	1.90E-07
0.05	1.34E-08	4.05E-07
0.1	4.43E-08	1.17E-06
0.15	1.52E-07	3.21E-06
0.2	4.92E-07	8.15E-06
0.25	1.49E-06	2.01E-05
0.3	3.88E-06	4.01E-05
0.35	9.78E-06	8.17E-05
0.4	1.95E-05	1.37E-04
0.45	3.54E-05	2.12E-04
0.5	5.32E-05	3.03E-04
0.55	7.33E-05	4.28E-04
0.6	9.47E-05	5.41E-04
0.65	1.18E-04	6.79E-04
0.7	1.40E-04	7.83E-04
0.75	1.60E-04	9.52E-04
0.8	1.72E-04	1.08E-03
0.85	1.88E-04	1.22E-03
0.9	1.99E-04	1.36E-03
0.95	2.10E-04	1.47E-03
1	2.19E-04	1.59E-03
